symbol,company_name,sector_yf,industry_yf,sector_bucket,market_cap_cr,market_cap_cr_known,trailing_pe,trailing_pe_known,forward_pe,forward_pe_known,price_to_book,price_to_book_known,debt_to_equity,debt_to_equity_known,roe,roe_known,roa,roa_known,operating_margin,operating_margin_known,net_profit_margin,net_profit_margin_known,gross_margin,gross_margin_known,revenue_growth,revenue_growth_known,earnings_growth,earnings_growth_known,current_ratio,current_ratio_known,quick_ratio,quick_ratio_known,total_cash_cr,total_cash_cr_known,total_debt_cr,total_debt_cr_known,free_cashflow_cr,free_cashflow_cr_known,operating_cashflow_cr,operating_cashflow_cr_known,dividend_yield,dividend_yield_known,beta,beta_known,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_score,fundamental_data_coverage,fundamental_reasons,fundamental_risk_reasons,sector_adjustment,sector_adjusted_fundamental_score,sector_adjustment_reasons
LPDC,Landmark Property Development Company Limited,Real Estate,Real Estate Services,Cement / Realty,94.84,True,11.2222,True,,False,2.1855,True,,False,,False,,False,6.28,True,98.66,True,25.67,True,,False,,False,,False,,False,16.31,True,0.0,True,,False,,False,,False,0.114,True,6.0,0.0,3.0,0.0,10.0,19.0,0.29,Net cash position,,0.0,19.0,
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,Capital Goods / Infra,1988.46,True,42.901,True,,False,2.0038,True,167.843,True,,False,,False,4.56,True,4.29,True,34.52,True,19.8,True,100.0,True,,False,,False,181.53,True,1641.66,True,,False,,False,,False,0.687,True,0.0,18.0,0.0,0.0,6.0,24.0,0.5,,,5.0,29.0,Strong order-book-driven revenue growth
RELIGARE,Religare Enterprises Limited,Financial Services,Insurance - Life,Financial Services,8633.9,True,169.8121,True,,False,2.8956,True,12.72,True,,False,,False,-2.62,True,0.55,True,82.97,True,26.0,True,,False,,False,,False,1702.68,True,493.23,True,,False,,False,,False,-0.251,True,0.0,10.0,12.0,0.0,4.0,26.0,0.43,Cash covers debt,Very high PE,0.0,26.0,
NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services,General,1254.45,True,134.6618,True,29.5387,True,1.1816,True,0.65,True,,False,,False,-13.88,True,2.24,True,55.54,True,13.7,True,87.1,True,,False,,False,681.09,True,6.95,True,,False,,False,1.09,True,0.093,True,0.0,15.0,12.0,0.0,8.0,35.0,0.57,Cash covers debt,Very high PE,2.0,37.0,General low-debt support
REMSONSIND,Remsons Industries Limited,Consumer Cyclical,Auto Parts,Automobile,345.98,True,19.9313,True,,False,2.3091,True,62.789,True,,False,,False,5.07,True,3.54,True,45.17,True,20.2,True,-21.2,True,,False,,False,23.67,True,98.49,True,,False,,False,30.0,True,1.134,True,0.0,8.0,4.0,0.0,12.0,24.0,0.57,,Earnings contraction,2.0,26.0,General low-debt support
MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets,Financial Services,2903.87,True,16.0522,True,,False,2.9864,True,3.83,True,,False,,False,62.64,True,50.53,True,92.14,True,-8.3,True,-0.2,True,,False,,False,708.65,True,37.21,True,,False,,False,27.0,True,0.216,True,12.0,0.0,12.0,0.0,12.0,36.0,0.57,Cash covers debt,"Revenue contraction, Earnings contraction",0.0,36.0,
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,Financial Services,237657.55,True,17.8256,True,11.3751,True,2.8829,True,276.215,True,18.5,True,,False,68.52,True,50.01,True,96.81,True,42.8,True,29.5,True,,False,,False,10429.88,True,182077.27,True,,False,,False,1.37,True,0.606,True,18.0,20.0,0.0,0.0,14.0,52.0,0.64,Strong ROE,Very high debt,12.0,64.0,"High leverage is structural for this sector, Strong ROE for a leveraged-balance-sheet business"
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,65360.21,True,30.3038,True,24.4794,True,4.7294,True,14.267,True,,False,,False,17.8,True,14.31,True,64.8,True,10.9,True,-21.7,True,,False,,False,4061.45,True,2047.16,True,,False,,False,37.0,True,0.281,True,8.0,5.0,12.0,0.0,11.0,36.0,0.57,Cash covers debt,Earnings contraction,2.0,38.0,General low-debt support
AGARWALEYE,Dr. Agarwal's Health Care Limited,Healthcare,Medical Instruments & Supplies,Pharma / Healthcare,15863.42,True,107.6237,True,59.5607,True,7.8277,True,50.3,True,,False,,False,15.0,True,6.72,True,43.61,True,26.0,True,49.5,True,,False,,False,283.76,True,1066.2,True,,False,,False,,False,,False,6.0,20.0,4.0,0.0,3.0,33.0,0.5,,Very high PE,2.0,35.0,General low-debt support
PARACABLES,Paramount Communications Limited,Technology,Communication Equipment,IT / Technology,2029.54,True,31.1658,True,,False,2.4327,True,15.807,True,,False,,False,5.73,True,3.06,True,24.8,True,17.4,True,4.9,True,,False,,False,33.11,True,122.99,True,,False,,False,,False,0.711,True,0.0,10.0,9.0,0.0,8.0,27.0,0.5,,,0.0,27.0,
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,Confectioners,General,501.52,True,18.2116,True,,False,0.9559,True,80.14,True,,False,,False,-5.69,True,1.74,True,18.12,True,3.8,True,,False,,False,,False,26.59,True,420.47,True,,False,,False,3.12,True,0.172,True,0.0,2.0,4.0,0.0,12.0,18.0,0.5,,,0.0,18.0,
BETA,Beta Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,2074.63,True,46.5083,True,,False,8.5082,True,60.386,True,,False,,False,18.34,True,11.11,True,57.1,True,25.3,True,27.5,True,,False,,False,124.85,True,147.81,True,,False,,False,,False,-0.45,True,8.0,20.0,4.0,0.0,2.0,34.0,0.5,,,2.0,36.0,General low-debt support
INFY,Infosys Limited,Technology,Information Technology Services,IT / Technology,425853.14,True,13.4951,True,13.125,True,4.685,True,9.541,True,32.0,True,15.3,True,21.17,True,16.37,True,29.68,True,2.9,True,5.3,True,1.862,True,1.594,True,312.4,True,92.3,True,316.56,True,409.2,True,4.76,True,0.108,True,23.0,2.0,19.0,17.0,13.0,74.0,1.0,"Strong ROE, Cash covers debt",,10.0,84.0,"Strong ROE for an asset-light business, Strong operating margin"
AMBIKCO,Ambika Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,Consumer Discretionary,917.14,True,11.2737,True,12.884,True,0.9611,True,,False,,False,,False,13.25,True,9.6,True,36.24,True,34.3,True,61.4,True,,False,,False,198.82,True,0.0,True,,False,,False,2.31,True,0.61,True,6.0,20.0,3.0,0.0,12.0,41.0,0.5,Net cash position,,0.0,41.0,
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,Chemicals,4690.42,True,70.419,True,7.3753,True,0.9035,True,16.279,True,,False,,False,9.52,True,1.47,True,33.66,True,12.6,True,,False,,False,,False,188.92,True,845.01,True,,False,,False,2.77,True,-0.141,True,0.0,5.0,9.0,0.0,9.0,23.0,0.5,,,2.0,25.0,General low-debt support
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Banks - Regional,Banking,1268.02,True,8.4234,True,5.419,True,0.8514,True,,False,10.52,True,1.25,True,36.6,True,29.32,True,0.0,True,21.4,True,28.5,True,,False,,False,380.28,True,685.59,True,,False,,False,1.79,True,0.843,True,14.0,18.0,0.0,0.0,14.0,46.0,0.64,,,0.0,46.0,
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities,Pharma / Healthcare,9180.88,True,49.0455,True,34.222,True,5.9459,True,37.837,True,,False,,False,12.85,True,12.04,True,61.55,True,18.2,True,-13.3,True,,False,,False,540.48,True,584.24,True,,False,,False,7.0,True,0.071,True,8.0,8.0,7.0,0.0,9.0,32.0,0.57,,Earnings contraction,2.0,34.0,General low-debt support
EMKAY,Emkay Global Financial Services Limited,Financial Services,Capital Markets,Financial Services,692.58,True,36.7651,True,,False,1.7124,True,26.355,True,,False,,False,9.52,True,4.88,True,78.98,True,22.6,True,68.7,True,,False,,False,85.08,True,100.33,True,,False,,False,60.0,True,0.39,True,0.0,18.0,7.0,0.0,8.0,33.0,0.57,,,0.0,33.0,
CARERATING,CARE Ratings Limited,Financial Services,Financial Data & Stock Exchanges,Financial Services,5025.56,True,28.3294,True,21.4198,True,5.3769,True,2.776,True,,False,,False,27.56,True,36.19,True,54.75,True,18.9,True,25.0,True,,False,,False,619.31,True,26.18,True,,False,,False,1.32,True,0.354,True,12.0,18.0,12.0,0.0,10.0,52.0,0.57,Cash covers debt,,-4.0,48.0,Expensive relative to book value for this sector
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,Energy / Utilities,175628.5,True,59.1718,True,39.7896,True,6.7846,True,194.5,True,,False,,False,24.95,True,9.58,True,43.66,True,42.4,True,124.1,True,,False,,False,4882.56,True,51592.35,True,,False,,False,,False,0.652,True,8.0,20.0,0.0,0.0,5.0,33.0,0.5,,,0.0,33.0,
TRAVELFOOD,Travel Food Services Limited,Consumer Cyclical,Restaurants,Consumer Discretionary,16544.11,True,34.8433,True,29.5401,True,11.4692,True,16.722,True,,False,,False,26.62,True,27.59,True,69.61,True,20.6,True,38.1,True,,False,,False,835.57,True,244.79,True,,False,,False,82.0,True,,False,12.0,18.0,12.0,0.0,9.0,51.0,0.57,Cash covers debt,,2.0,53.0,General low-debt support
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,Energy / Utilities,219815.66,True,128.1941,True,44.7334,True,11.3953,True,346.548,True,,False,,False,66.78,True,13.1,True,94.69,True,16.6,True,18.5,True,,False,,False,4073.0,True,103545.0,True,,False,,False,,False,1.056,True,11.0,16.0,0.0,0.0,3.0,30.0,0.5,,"Very high debt, Very high PE",0.0,30.0,
GMBREW,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,FMCG / Consumer,2179.48,True,12.9192,True,15.7236,True,2.0213,True,3.201,True,,False,,False,5.6,True,8.88,True,13.2,True,25.8,True,45.9,True,,False,,False,11.11,True,34.52,True,,False,,False,94.0,True,0.297,True,3.0,20.0,9.0,0.0,12.0,44.0,0.57,,,3.0,47.0,"Low debt, typical of a healthy consumer business"
XCHANGING,Xchanging Solutions Limited,Technology,Information Technology Services,IT / Technology,692.49,True,11.3846,True,,False,1.7458,True,17.954,True,,False,,False,33.54,True,29.43,True,40.29,True,7.3,True,9.7,True,,False,,False,311.72,True,71.11,True,,False,,False,3.22,True,0.772,True,12.0,7.0,12.0,0.0,12.0,43.0,0.57,Cash covers debt,,5.0,48.0,Strong operating margin
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,Cement / Realty,217664.86,True,38.3142,True,21.2492,True,2.1037,True,135.044,True,,False,,False,18.81,True,3.09,True,56.36,True,21.4,True,51.3,True,,False,,False,22970.58,True,229392.99,True,,False,,False,31.0,True,0.365,True,5.0,18.0,2.0,0.0,11.0,36.0,0.57,,,0.0,36.0,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Banks - Regional,Banking,12685.77,True,14.1965,True,8.9048,True,1.8533,True,,False,,False,,False,31.97,True,19.63,True,0.0,True,49.6,True,201.9,True,,False,,False,520.02,True,3736.01,True,,False,,False,,False,0.396,True,12.0,20.0,0.0,0.0,13.0,45.0,0.43,,,0.0,45.0,
PDSL,PDS Limited,Industrials,Specialty Business Services,Capital Goods / Infra,4959.55,True,42.3583,True,31.0752,True,2.8118,True,67.994,True,,False,,False,1.74,True,0.87,True,20.67,True,14.8,True,46.2,True,,False,,False,1036.04,True,1264.0,True,,False,,False,94.0,True,0.089,True,0.0,15.0,4.0,0.0,11.0,30.0,0.57,,,0.0,30.0,
TARSONS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies,Pharma / Healthcare,1628.64,True,147.1635,True,23.5462,True,2.5524,True,61.913,True,,False,,False,-0.94,True,2.51,True,66.41,True,20.7,True,,False,,False,,False,25.26,True,392.96,True,,False,,False,,False,0.297,True,0.0,8.0,4.0,0.0,7.0,19.0,0.43,,Very high PE,2.0,21.0,General low-debt support
DHAMPURSUG,Dhampur Sugar Mills Limited,Consumer Defensive,Confectioners,General,1004.6,True,14.3321,True,,False,0.839,True,75.024,True,5.56,True,2.93,True,13.83,True,3.31,True,21.53,True,-20.8,True,-5.3,True,1.373,True,0.414,True,267.95,True,899.15,True,158.53,True,243.09,True,2.56,True,0.335,True,3.0,0.0,6.0,17.0,12.0,38.0,1.0,,"Revenue contraction, Earnings contraction",0.0,38.0,
EPL,EPL Limited,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,7666.33,True,19.7974,True,13.7186,True,2.6765,True,33.579,True,,False,,False,11.2,True,7.68,True,59.63,True,25.3,True,-1.6,True,,False,,False,213.6,True,962.5,True,,False,,False,2.09,True,0.367,True,6.0,10.0,7.0,0.0,15.0,38.0,0.57,,Earnings contraction,2.0,40.0,General low-debt support
JAYKAY,Jaykay Enterprises Limited,Industrials,Specialty Business Services,Capital Goods / Infra,2357.45,True,11.6178,True,,False,2.0867,True,5.614,True,,False,,False,10.05,True,77.66,True,92.97,True,-0.8,True,-78.8,True,,False,,False,85.87,True,39.12,True,,False,,False,,False,0.679,True,9.0,0.0,12.0,0.0,10.0,31.0,0.5,Cash covers debt,"Revenue contraction, Earnings contraction",0.0,31.0,
CERA,Cera Sanitaryware Limited,Industrials,Building Products & Equipment,Capital Goods / Infra,7279.21,True,35.8413,True,24.1151,True,4.945,True,3.172,True,,False,,False,8.19,True,9.52,True,47.78,True,15.1,True,-2.7,True,,False,,False,845.88,True,46.7,True,,False,,False,1.33,True,-0.119,True,3.0,8.0,12.0,0.0,8.0,31.0,0.57,Cash covers debt,Earnings contraction,5.0,36.0,Strong order-book-driven revenue growth
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods,FMCG / Consumer,113.25,True,1.3358,True,,False,-1.2069,True,,False,,False,,False,-0.3,True,52.71,True,23.38,True,81.8,True,,False,,False,,False,0.67,True,147.27,True,,False,,False,,False,-0.364,True,6.0,10.0,0.0,0.0,8.0,24.0,0.36,,,0.0,24.0,
NESCO,Nesco Limited,Industrials,Conglomerates,Capital Goods / Infra,7830.22,True,18.7974,True,20.8499,True,2.6124,True,9.068,True,,False,,False,52.58,True,39.13,True,82.9,True,15.3,True,4.0,True,,False,,False,289.43,True,271.72,True,,False,,False,63.0,True,0.527,True,12.0,10.0,12.0,0.0,12.0,46.0,0.57,Cash covers debt,,5.0,51.0,Strong order-book-driven revenue growth
BBTC,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,FMCG / Consumer,10550.21,True,8.1766,True,4.0485,True,1.4982,True,16.57,True,,False,,False,15.59,True,6.38,True,42.67,True,7.8,True,19.7,True,,False,,False,2437.69,True,1590.43,True,,False,,False,2.25,True,0.607,True,6.0,10.0,12.0,0.0,15.0,43.0,0.57,Cash covers debt,,3.0,46.0,"Low debt, typical of a healthy consumer business"
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,Consumer Discretionary,2187.46,True,28.7342,True,19.0627,True,3.1712,True,31.851,True,,False,,False,13.08,True,8.04,True,44.83,True,24.9,True,14.2,True,,False,,False,1.25,True,219.77,True,,False,,False,91.0,True,0.606,True,6.0,13.0,7.0,0.0,11.0,37.0,0.57,,,2.0,39.0,General low-debt support
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts,Automobile,3627.66,True,17.4225,True,14.4185,True,2.7156,True,86.084,True,,False,,False,4.0,True,4.04,True,36.56,True,26.8,True,33.1,True,,False,,False,52.12,True,1147.61,True,,False,,False,67.0,True,0.702,True,0.0,20.0,4.0,0.0,15.0,39.0,0.57,,,0.0,39.0,
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,FMCG / Consumer,104344.38,True,55.2509,True,41.2841,True,24.788,True,12.394,True,,False,,False,19.28,True,13.16,True,43.87,True,21.4,True,24.7,True,,False,,False,2440.0,True,557.0,True,,False,,False,50.0,True,0.174,True,10.0,16.0,12.0,0.0,7.0,45.0,0.57,Cash covers debt,,3.0,48.0,"Low debt, typical of a healthy consumer business"
SUDARCOLOR,Sudarshan Colorants India Limited,Basic Materials,Specialty Chemicals,Chemicals,876.19,True,18.3116,True,,False,1.537,True,4.031,True,,False,,False,9.24,True,6.03,True,36.2,True,5.5,True,19.2,True,,False,,False,231.88,True,22.98,True,,False,,False,,False,0.586,True,3.0,10.0,12.0,0.0,10.0,35.0,0.5,Cash covers debt,,2.0,37.0,General low-debt support
SHANKARA,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail,Consumer Discretionary,361.95,True,73.1667,True,2.6455,True,0.8092,True,42.93,True,0.9,True,2.26,True,5.85,True,0.28,True,5.1,True,,False,,False,1.467,True,0.334,True,1.16,True,192.03,True,-176.1,True,-100.94,True,2.61,True,-0.465,True,0.0,0.0,9.0,0.0,9.0,18.0,0.86,,"Negative operating cash flow, Negative free cash flow",2.0,20.0,General low-debt support
IGIL,International Gemological Institute Limited,Basic Materials,Other Precious Metals & Mining,Metals / Mining,14302.32,True,27.9283,True,18.6873,True,9.6117,True,9.594,True,,False,,False,56.6,True,44.74,True,77.01,True,23.2,True,32.0,True,,False,,False,599.14,True,142.76,True,,False,,False,1.54,True,,False,12.0,18.0,12.0,0.0,8.0,50.0,0.57,Cash covers debt,,2.0,52.0,General low-debt support
MOBIKWIK,One MobiKwik Systems Limited,Technology,Software - Infrastructure,IT / Technology,1673.21,True,,False,21.4626,True,3.0867,True,51.207,True,,False,,False,12.29,True,-1.11,True,55.76,True,3.7,True,,False,,False,,False,893.13,True,275.95,True,,False,,False,,False,,False,3.0,2.0,7.0,0.0,2.0,14.0,0.36,Cash covers debt,Negative net margin,0.0,14.0,
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts,Automobile,206.05,True,6.4298,True,,False,0.7501,True,,False,,False,,False,5.32,True,4.98,True,13.71,True,15.4,True,42.3,True,,False,,False,21.88,True,0.0,True,,False,,False,2.22,True,0.129,True,0.0,18.0,3.0,0.0,12.0,33.0,0.5,Net cash position,,0.0,33.0,
INDIAMART,IndiaMART InterMESH Limited,Consumer Cyclical,Internet Retail,Consumer Discretionary,99012.93,True,20.121,True,15.8243,True,4.4602,True,0.974,True,23.15,True,7.25,True,33.81,True,30.62,True,55.62,True,11.4,True,11.9,True,1.996,True,1.975,True,3388.66,True,21.63,True,905.11,True,696.69,True,1.82,True,0.254,True,20.0,10.0,19.0,17.0,10.0,76.0,1.0,"Strong ROE, Cash covers debt",,4.0,80.0,"General quality ROE, General low-debt support"
RUSHIL,Rushil Décor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,506.44,True,21.8481,True,3.5809,True,0.7893,True,39.929,True,,False,,False,4.14,True,2.49,True,44.64,True,27.8,True,,False,,False,,False,5.54,True,259.89,True,,False,,False,29.0,True,0.396,True,0.0,10.0,7.0,0.0,13.0,30.0,0.5,,,2.0,32.0,General low-debt support
TGBHOTELS,TGB Banquets and Hotels Limited,Consumer Cyclical,Lodging,Consumer Discretionary,27.56,True,18.451,True,,False,0.3569,True,16.052,True,,False,,False,1.6,True,3.81,True,57.29,True,-6.1,True,16.7,True,,False,,False,0.71,True,12.45,True,,False,,False,,False,0.28,True,0.0,8.0,9.0,0.0,10.0,27.0,0.5,,Revenue contraction,2.0,29.0,General low-debt support
ASHOKAMET,Ashoka Metcast Limited,Basic Materials,Steel,Metals / Mining,37.74,True,2.1916,True,,False,0.221,True,43.157,True,,False,,False,-22.43,True,49.04,True,35.63,True,-25.4,True,186.7,True,,False,,False,1.79,True,57.73,True,,False,,False,,False,0.992,True,6.0,10.0,7.0,0.0,10.0,33.0,0.5,,Revenue contraction,2.0,35.0,General low-debt support
HIRECT,Hirect Limited,Industrials,Electrical Equipment & Parts,Capital Goods / Infra,4271.78,True,103.0514,True,,False,20.4782,True,118.871,True,,False,,False,3.29,True,4.0,True,26.44,True,20.3,True,-26.7,True,,False,,False,3.91,True,244.64,True,,False,,False,11.0,True,0.296,True,0.0,8.0,2.0,0.0,2.0,12.0,0.57,,"Earnings contraction, Very high PE",5.0,17.0,Strong order-book-driven revenue growth
EPACKPEB,EPack Prefab Technologies Limited,Industrials,Engineering & Construction,Capital Goods / Infra,2276.88,True,24.0446,True,16.0468,True,3.0943,True,15.606,True,,False,,False,7.68,True,5.94,True,32.99,True,23.9,True,-3.2,True,,False,,False,308.79,True,114.63,True,,False,,False,,False,,False,0.0,8.0,12.0,0.0,9.0,29.0,0.5,Cash covers debt,Earnings contraction,5.0,34.0,Strong order-book-driven revenue growth
RVTH,Revathi Equipment India Limited,Industrials,Farm & Heavy Construction Machinery,Capital Goods / Infra,213.86,True,13.9852,True,,False,1.5221,True,48.324,True,,False,,False,9.73,True,10.16,True,49.86,True,34.9,True,255.1,True,,False,,False,59.13,True,67.9,True,,False,,False,,False,1.565,True,3.0,20.0,7.0,0.0,10.0,40.0,0.5,,,5.0,45.0,Strong order-book-driven revenue growth
MODINATUR,Modi Naturals Limited,Consumer Defensive,Packaged Foods,FMCG / Consumer,477.77,True,9.1245,True,,False,2.7755,True,93.655,True,,False,,False,12.38,True,7.27,True,24.52,True,0.4,True,19.9,True,,False,,False,1.83,True,161.21,True,,False,,False,,False,0.184,True,6.0,8.0,4.0,0.0,10.0,28.0,0.5,,,0.0,28.0,
SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General,Pharma / Healthcare,7110.47,True,21.9775,True,17.2096,True,8.6074,True,1.78,True,40.27,True,21.09,True,24.31,True,17.94,True,49.01,True,7.7,True,20.1,True,1.693,True,1.054,True,368.7,True,14.7,True,313.6,True,358.7,True,7.77,True,0.192,True,23.0,10.0,18.0,17.0,9.0,77.0,1.0,"Strong ROE, Cash covers debt",,4.0,81.0,"General quality ROE, General low-debt support"
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,6293.12,True,3.9713,True,3.5004,True,4.7005,True,41.776,True,,False,,False,-90.68,True,82.97,True,98.3,True,314.1,True,,False,,False,,False,1.16,True,559.31,True,,False,,False,,False,0.648,True,6.0,10.0,7.0,0.0,11.0,34.0,0.43,,,2.0,36.0,General low-debt support
ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,IT / Technology,1676.22,True,17.5743,True,17.9393,True,6.7016,True,6.276,True,36.14,True,19.56,True,31.77,True,17.92,True,71.7,True,-3.5,True,-10.3,True,2.551,True,1.896,True,76.19,True,15.7,True,91.52,True,99.16,True,6.23,True,0.519,True,24.0,0.0,20.0,17.0,8.0,69.0,1.0,"Strong ROE, Cash covers debt","Revenue contraction, Earnings contraction",10.0,79.0,"Strong ROE for an asset-light business, Strong operating margin"
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,Consumer Discretionary,5646.2,True,68.5016,True,,False,13.3562,True,0.155,True,,False,,False,7.47,True,15.38,True,47.97,True,2.7,True,-4.4,True,,False,,False,270.73,True,0.63,True,,False,,False,45.0,True,0.712,True,5.0,0.0,12.0,0.0,2.0,19.0,0.57,Cash covers debt,Earnings contraction,2.0,21.0,General low-debt support
RAYMONDREL,Raymond Realty Limited,Real Estate,Real Estate - Development,Cement / Realty,3915.22,True,13.0559,True,,False,2.4987,True,64.676,True,,False,,False,10.12,True,9.6,True,27.93,True,40.7,True,-18.5,True,,False,,False,356.0,True,1013.75,True,,False,,False,34.0,True,,False,6.0,10.0,4.0,0.0,12.0,32.0,0.57,,Earnings contraction,2.0,34.0,General low-debt support
REGAAL,Regaal Resources Limited,Consumer Defensive,Packaged Foods,FMCG / Consumer,865.46,True,13.5096,True,,False,1.7417,True,125.547,True,,False,,False,12.72,True,5.48,True,28.95,True,-17.9,True,18.3,True,,False,,False,67.61,True,614.46,True,,False,,False,30.0,True,,False,3.0,8.0,2.0,0.0,12.0,25.0,0.57,,Revenue contraction,0.0,25.0,
NINSYS,NINtec Systems Limited,Technology,Information Technology Services,IT / Technology,1314.25,True,39.2184,True,,False,14.3314,True,2.061,True,,False,,False,24.96,True,18.94,True,35.12,True,18.1,True,20.1,True,,False,,False,74.98,True,1.89,True,,False,,False,,False,0.273,True,11.0,16.0,12.0,0.0,2.0,41.0,0.5,Cash covers debt,,5.0,46.0,Strong operating margin
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts,Automobile,1360.82,True,82.6673,True,,False,2.9163,True,31.472,True,,False,,False,3.51,True,1.8,True,32.14,True,22.5,True,168.8,True,,False,,False,3.11,True,146.86,True,,False,,False,30.0,True,0.411,True,0.0,18.0,7.0,0.0,6.0,31.0,0.57,,Very high PE,2.0,33.0,General low-debt support
PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive,Confectioners,General,306.62,True,6.1953,True,,False,0.5397,True,,False,,False,,False,-5.07,True,11.08,True,18.56,True,52.2,True,,False,,False,,False,47.17,True,0.0,True,,False,,False,1.4,True,0.096,True,3.0,10.0,3.0,0.0,11.0,27.0,0.43,Net cash position,,0.0,27.0,
MERCURYEV,Mercury Ev-Tech Limited,Consumer Cyclical,Auto Manufacturers,Automobile,758.18,True,166.2917,True,,False,2.7309,True,,False,,False,,False,7.92,True,3.64,True,28.73,True,46.3,True,22.4,True,,False,,False,,False,,False,,False,,False,,False,2.016,True,0.0,18.0,0.0,0.0,4.0,22.0,0.43,,Very high PE,0.0,22.0,
OMAXE,Omaxe Limited,Real Estate,Real Estate - Development,Cement / Realty,2154.45,True,,False,16.7586,True,-2.3798,True,,False,,False,,False,-0.14,True,-37.04,True,-24.74,True,43.9,True,,False,,False,,False,909.01,True,1466.24,True,,False,,False,,False,0.027,True,0.0,10.0,0.0,0.0,2.0,12.0,0.29,,Negative net margin,0.0,12.0,
AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,Banking,391366.26,True,14.1443,True,9.9368,True,1.7518,True,,False,13.35,True,1.54,True,49.18,True,36.03,True,0.0,True,14.0,True,21.8,True,,False,,False,135597.25,True,285257.97,True,,False,,False,8.0,True,0.42,True,16.0,13.0,0.0,0.0,15.0,44.0,0.64,,,0.0,44.0,
ONESOURCE,OneSource Specialty Pharma Limited,Healthcare,Biotechnology,IT / Technology,18289.18,True,,False,21.1245,True,3.1433,True,25.791,True,,False,,False,11.49,True,-3.15,True,67.99,True,37.2,True,,False,,False,,False,103.03,True,1503.94,True,,False,,False,,False,,False,3.0,10.0,7.0,0.0,2.0,22.0,0.36,,Negative net margin,0.0,22.0,
SILINV,SIL Investments Limited,Financial Services,Asset Management,Financial Services,473.53,True,9.4422,True,,False,0.1846,True,,False,,False,,False,87.6,True,67.94,True,98.59,True,87.5,True,155.6,True,,False,,False,84.29,True,0.0,True,,False,,False,56.0,True,0.144,True,12.0,20.0,3.0,0.0,12.0,47.0,0.5,Net cash position,,0.0,47.0,
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Pharma / Healthcare,54.23,True,,False,,False,0.5261,True,109.406,True,,False,,False,-5.38,True,-16.48,True,35.16,True,-0.2,True,,False,,False,,False,0.75,True,112.75,True,,False,,False,,False,0.297,True,0.0,0.0,2.0,0.0,4.0,6.0,0.36,,"Negative net margin, Revenue contraction",0.0,6.0,
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Steel,Metals / Mining,8667.13,True,15.3632,True,,False,3.0503,True,74.729,True,,False,,False,15.13,True,7.43,True,61.76,True,27.7,True,108.3,True,,False,,False,267.86,True,2123.33,True,,False,,False,,False,0.917,True,6.0,20.0,4.0,0.0,8.0,38.0,0.5,,,2.0,40.0,General low-debt support
