symbol,sector,industry,current_price,current_rsi,current_risk_penalty,current_final_score,current_score_band,previous_rsi,previous_risk_penalty,previous_final_score,previous_score_band,score_change,rsi_change,risk_change,change_signal
KOTHARIPRO,Industrials,Conglomerates,67.97,55.35,15.0,13.48,Avoid,52.59,15.0,13.52,Avoid,-0.04,2.76,0.0,No major change
GRAPHITE,Industrials,Electrical Equipment & Parts,820.7,61.04,3.0,60.48,Watchlist,59.93,3.0,60.52,Watchlist,-0.04,1.11,0.0,No major change
ESABINDIA,Industrials,Tools & Accessories,5527.0,31.71,8.0,19.13,Avoid,31.75,8.0,19.17,Avoid,-0.04,-0.04,0.0,No major change
LT,Industrials,Engineering & Construction,3876.2,43.86,8.0,14.08,Avoid,41.75,8.0,14.12,Avoid,-0.04,2.11,0.0,No major change
TEXMOPIPES,Industrials,Building Products & Equipment,56.91,56.73,3.0,52.78,Neutral,60.03,3.0,52.82,Neutral,-0.04,-3.3,0.0,No major change
POKARNA,Industrials,Building Products & Equipment,728.95,26.48,11.0,10.53,Avoid,26.49,11.0,10.57,Avoid,-0.04,-0.01,0.0,No major change
DBL,Industrials,Engineering & Construction,412.45,51.17,18.0,8.98,Avoid,51.28,18.0,9.02,Avoid,-0.04,-0.11,0.0,No major change
WSI,Industrials,Engineering & Construction,55.94,39.36,16.0,1.68,Avoid,42.03,16.0,1.72,Avoid,-0.04,-2.67,0.0,No major change
BALMLAWRIE,Industrials,Conglomerates,164.16,39.25,8.0,15.98,Avoid,39.43,8.0,16.02,Avoid,-0.04,-0.18,0.0,No major change
AKG,Industrials,Industrial Distribution,9.59,45.4,13.0,15.33,Avoid,48.27,13.0,15.37,Avoid,-0.04,-2.87,0.0,No major change
KOLTEPATIL,Real Estate,Real Estate - Development,432.0,47.21,7.0,27.4,Avoid,47.23,7.0,27.5,Avoid,-0.1,-0.02,0.0,No major change
SOBHA,Real Estate,Real Estate - Development,1226.6,43.31,8.0,18.5,Avoid,43.58,8.0,18.6,Avoid,-0.1,-0.27,0.0,No major change
TARC,Real Estate,Real Estate - Development,129.36,52.63,30.0,5.2,Avoid,52.61,27.0,5.3,Avoid,-0.1,0.02,3.0,No major change
AJMERA,Real Estate,Real Estate - Development,120.82,60.24,8.0,35.75,Weak,59.43,8.0,35.85,Weak,-0.1,0.81,0.0,No major change
DEVX,Real Estate,Real Estate Services,35.97,59.23,8.0,27.95,Avoid,60.21,8.0,28.05,Avoid,-0.1,-0.98,0.0,No major change
KALPATARU,Real Estate,Real Estate - Development,281.85,57.74,20.0,10.8,Avoid,54.57,20.0,10.9,Avoid,-0.1,3.17,0.0,No major change
PTL,Real Estate,Real Estate Services,38.24,44.74,8.0,19.05,Avoid,43.44,8.0,19.15,Avoid,-0.1,1.3,0.0,No major change
TREL,Real Estate,Real Estate Services,28.32,56.65,4.0,42.15,Weak,53.99,4.0,42.25,Weak,-0.1,2.66,0.0,No major change
THEINVEST,Financial Services,Capital Markets,93.86,43.39,8.0,18.63,Avoid,38.47,8.0,18.75,Avoid,-0.12,4.92,0.0,No major change
UGROCAP,Financial Services,Credit Services,82.02,33.82,16.0,7.93,Avoid,34.43,16.0,8.05,Avoid,-0.12,-0.61,0.0,No major change
SHRIRAMFIN,Financial Services,Credit Services,994.1,37.47,16.0,17.03,Avoid,35.88,16.0,17.15,Avoid,-0.12,1.59,0.0,No major change
DHANBANK,Financial Services,Banks - Regional,29.31,36.2,0.0,31.63,Avoid,38.68,0.0,31.75,Avoid,-0.12,-2.48,0.0,No major change
SBFC,Financial Services,Credit Services,88.86,31.35,8.0,16.98,Avoid,31.94,8.0,17.1,Avoid,-0.12,-0.59,0.0,No major change
VHL,Financial Services,Asset Management,3358.1,39.5,11.0,15.03,Avoid,40.49,11.0,15.15,Avoid,-0.12,-0.99,0.0,No major change
TATACAP,Financial Services,Credit Services,339.15,37.71,16.0,14.28,Avoid,35.0,16.0,14.4,Avoid,-0.12,2.71,0.0,No major change
MASTERTR,Financial Services,Capital Markets,84.87,47.13,11.0,39.43,Weak,47.81,11.0,39.55,Weak,-0.12,-0.68,0.0,No major change
CSBBANK,Financial Services,Banks - Regional,333.7,54.63,15.0,14.93,Avoid,54.67,15.0,15.05,Avoid,-0.12,-0.04,0.0,No major change
EMKAY,Financial Services,Capital Markets,270.35,62.94,0.0,50.18,Neutral,65.16,0.0,50.3,Neutral,-0.12,-2.22,0.0,No major change
JINDALPHOT,Financial Services,Asset Management,1058.4,48.3,22.0,7.03,Avoid,49.54,22.0,7.15,Avoid,-0.12,-1.24,0.0,No major change
KARURVYSYA,Financial Services,Banks - Regional,327.95,44.92,0.0,37.08,Weak,41.57,0.0,37.2,Weak,-0.12,3.35,0.0,No major change
BIRLAMONEY,Financial Services,Capital Markets,118.87,34.72,23.0,1.53,Avoid,33.88,23.0,1.65,Avoid,-0.12,0.84,0.0,No major change
INDIANB,Financial Services,Banks - Regional,832.0,35.31,8.0,24.38,Avoid,33.59,8.0,24.5,Avoid,-0.12,1.72,0.0,No major change
ANGELONE,Financial Services,Capital Markets,288.0,42.58,0.0,31.23,Avoid,44.59,0.0,31.35,Avoid,-0.12,-2.01,0.0,No major change
SBICARD,Financial Services,Credit Services,611.2,38.21,19.0,8.13,Avoid,40.4,19.0,8.25,Avoid,-0.12,-2.19,0.0,No major change
BAJAJHLDNG,Financial Services,Asset Management,10940.0,45.97,7.0,29.33,Avoid,45.42,7.0,29.45,Avoid,-0.12,0.55,0.0,No major change
SHAREINDIA,Financial Services,Capital Markets,209.62,61.93,3.0,60.78,Watchlist,64.22,3.0,60.9,Watchlist,-0.12,-2.29,0.0,No major change
ACCELYA,Technology,Information Technology Services,1110.0,36.82,8.0,35.1,Weak,45.25,8.0,35.23,Weak,-0.13,-8.43,0.0,No major change
JUBLINGREA,Basic Materials,Specialty Chemicals,656.1,46.79,8.0,26.69,Avoid,37.06,8.0,26.82,Avoid,-0.13,9.73,0.0,No major change
VRAJ,Basic Materials,Steel,126.24,53.07,0.0,48.69,Neutral,52.97,3.0,48.82,Neutral,-0.13,0.1,-3.0,No major change
SHAH,Basic Materials,Steel,3.22,38.36,8.0,8.54,Avoid,37.37,11.0,8.67,Avoid,-0.13,0.99,-3.0,No major change
NAHARPOLY,Consumer Cyclical,Packaging & Containers,227.68,42.05,23.0,0.0,Avoid,40.64,20.0,0.18,Avoid,-0.18,1.41,3.0,No major change
LAURUSLABS,Healthcare,Drug Manufacturers - Specialty & Generic,2007.0,63.46,3.0,58.91,Watchlist,67.3,3.0,59.11,Watchlist,-0.2,-3.84,0.0,No major change
BIOFILCHEM,Healthcare,Drug Manufacturers - Specialty & Generic,32.44,47.72,18.0,8.96,Avoid,46.92,18.0,9.16,Avoid,-0.2,0.8,0.0,No major change
MEDIASSIST,Healthcare,Healthcare Plans,319.85,42.51,8.0,24.81,Avoid,42.76,8.0,25.01,Avoid,-0.2,-0.25,0.0,No major change
GLAXO,Healthcare,Drug Manufacturers - General,2815.7,46.08,3.0,43.81,Weak,47.58,3.0,44.01,Weak,-0.2,-1.5,0.0,No major change
STAR,Healthcare,Drug Manufacturers - Specialty & Generic,1184.9,59.23,3.0,54.61,Neutral,63.55,3.0,54.81,Neutral,-0.2,-4.32,0.0,No major change
WINDLAS,Healthcare,Drug Manufacturers - Specialty & Generic,1102.55,57.63,3.0,55.76,Watchlist,56.15,3.0,55.96,Watchlist,-0.2,1.48,0.0,No major change
BROOKS,Healthcare,Drug Manufacturers - Specialty & Generic,59.01,40.38,12.0,15.56,Avoid,41.24,12.0,15.76,Avoid,-0.2,-0.86,0.0,No major change
BIOCON,Healthcare,Biotechnology,382.15,38.67,8.0,15.26,Avoid,41.64,8.0,15.46,Avoid,-0.2,-2.97,0.0,No major change
PANSARI,Real Estate,Real Estate - Development,289.95,45.83,25.0,0.0,Avoid,43.39,25.0,0.2,Avoid,-0.2,2.44,0.0,No major change
WOCKPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2265.6,62.71,4.0,50.16,Neutral,64.77,4.0,50.36,Neutral,-0.2,-2.06,0.0,No major change
DCAL,Healthcare,Biotechnology,168.19,44.02,15.0,6.21,Avoid,44.02,15.0,6.41,Avoid,-0.2,0.0,0.0,No major change
DRREDDY,Healthcare,Drug Manufacturers - Specialty & Generic,1201.0,58.11,19.0,23.11,Avoid,57.93,19.0,23.31,Avoid,-0.2,0.18,0.0,No major change
ANUHPHR,Healthcare,Drug Manufacturers - Specialty & Generic,90.42,55.05,3.0,52.91,Neutral,55.88,3.0,53.11,Neutral,-0.2,-0.83,0.0,No major change
LUPIN,Healthcare,Drug Manufacturers - Specialty & Generic,2092.0,39.9,8.0,20.11,Avoid,41.26,8.0,20.31,Avoid,-0.2,-1.36,0.0,No major change
CONCORDBIO,Healthcare,Biotechnology,1453.6,46.88,0.0,51.41,Neutral,49.69,5.0,51.61,Neutral,-0.2,-2.81,-5.0,No major change
NOVARTIND,Healthcare,Drug Manufacturers - Specialty & Generic,1965.6,53.95,3.0,42.81,Weak,54.28,3.0,43.01,Weak,-0.2,-0.33,0.0,No major change
TTKHLTCARE,Healthcare,Drug Manufacturers - General,1031.1,39.89,3.0,39.11,Weak,42.21,3.0,39.31,Weak,-0.2,-2.32,0.0,No major change
SYNGENE,Healthcare,Diagnostics & Research,378.7,41.39,16.0,3.06,Avoid,42.51,16.0,3.26,Avoid,-0.2,-1.12,0.0,No major change
HESTERBIO,Healthcare,Drug Manufacturers - Specialty & Generic,2182.9,41.86,3.0,33.61,Avoid,43.26,3.0,33.81,Avoid,-0.2,-1.4,0.0,No major change
AQYLON,Communication Services,Broadcasting,18.56,34.99,20.0,0.0,Avoid,36.42,20.0,0.23,Avoid,-0.23,-1.43,0.0,No major change
SEDEMAC,Consumer Cyclical,Auto Parts,3444.9,71.83,0.0,58.58,Watchlist,67.49,0.0,58.83,Watchlist,-0.25,4.34,0.0,No major change
BALAJEE,Consumer Cyclical,Packaging & Containers,25.57,46.02,15.0,4.98,Avoid,43.06,15.0,5.23,Avoid,-0.25,2.96,0.0,No major change
LGHL,Unknown,Unknown,182.99,50.31,8.0,10.79,Avoid,48.6,8.0,11.04,Avoid,-0.25,1.71,0.0,No major change
ADANIGREEN,Utilities,Utilities - Renewable,1296.6,48.25,8.0,23.12,Avoid,44.97,8.0,23.41,Avoid,-0.29,3.28,0.0,No major change
PSPPROJECT,Industrials,Engineering & Construction,806.65,31.59,8.0,24.68,Avoid,29.72,8.0,24.97,Avoid,-0.29,1.87,0.0,No major change
GMBREW,Consumer Defensive,Beverages - Wineries & Distilleries,978.8,72.22,0.0,42.81,Weak,69.4,0.0,43.1,Weak,-0.29,2.82,0.0,No major change
DBEIL,Industrials,Engineering & Construction,6.63,42.9,23.0,0.0,Avoid,43.12,23.0,0.32,Avoid,-0.32,-0.22,0.0,No major change
SGFIN,Financial Services,Capital Markets,609.7,32.69,0.0,34.63,Avoid,27.65,0.0,35.0,Weak,-0.37,5.04,0.0,Band changed: Weak -> Avoid
TATACHEM,Basic Materials,Chemicals,643.75,45.87,23.0,0.0,Avoid,47.46,23.0,0.37,Avoid,-0.37,-1.59,0.0,No major change
ATUL,Basic Materials,Specialty Chemicals,6070.5,36.87,8.0,20.14,Avoid,39.79,8.0,20.52,Avoid,-0.38,-2.92,0.0,No major change
HINDCOPPER,Basic Materials,Copper,494.65,42.69,11.0,20.14,Avoid,43.05,8.0,20.52,Avoid,-0.38,-0.36,3.0,No major change
INFY,Technology,Information Technology Services,1000.2,29.92,8.0,32.6,Avoid,32.39,8.0,32.98,Avoid,-0.38,-2.47,0.0,No major change
JUBLCPL,Basic Materials,Specialty Chemicals,2210.1,55.75,3.0,50.44,Neutral,52.61,0.0,50.82,Neutral,-0.38,3.14,3.0,No major change
TRACXN,Technology,Software - Application,32.63,62.56,23.0,10.25,Avoid,58.08,20.0,10.63,Avoid,-0.38,4.48,3.0,No major change
FIRSTCRY,Consumer Cyclical,Internet Retail,180.83,49.32,23.0,0.0,Avoid,47.54,20.0,0.38,Avoid,-0.38,1.78,3.0,No major change
RPTECH,Technology,Electronics & Computer Distribution,893.0,62.12,0.0,57.1,Watchlist,60.71,0.0,57.48,Watchlist,-0.38,1.41,0.0,No major change
TREEHOUSE,Consumer Defensive,Education & Training Services,6.05,48.8,17.0,0.0,Avoid,49.51,17.0,0.4,Avoid,-0.4,-0.71,0.0,No major change
NDLVENTURE,Communication Services,Entertainment,119.69,44.3,11.0,6.58,Avoid,48.67,14.0,7.03,Avoid,-0.45,-4.37,-3.0,No major change
MINDACORP,Consumer Cyclical,Auto Parts,678.85,42.26,3.0,30.13,Avoid,42.81,0.0,30.63,Avoid,-0.5,-0.55,3.0,No major change
XTGLOBAL,Unknown,Unknown,29.44,45.59,11.0,3.04,Avoid,44.07,8.0,3.54,Avoid,-0.5,1.52,3.0,No major change
SHADOWFAX,Industrials,Integrated Freight & Logistics,282.45,67.03,0.0,52.73,Neutral,70.23,0.0,53.27,Neutral,-0.54,-3.2,0.0,No major change
MITCON,Industrials,Engineering & Construction,86.77,66.87,4.0,63.53,Watchlist,76.58,4.0,64.07,Watchlist,-0.54,-9.71,0.0,No major change
KSHINTL,Industrials,Electrical Equipment & Parts,1035.5,49.52,3.0,46.48,Neutral,49.62,0.0,47.02,Neutral,-0.54,-0.1,3.0,No major change
SADBHAV,Industrials,Engineering & Construction,7.46,38.91,15.0,5.48,Avoid,40.33,12.0,6.02,Avoid,-0.54,-1.42,3.0,No major change
HILINFRA,Industrials,Infrastructure Operations,42.86,43.16,15.0,5.48,Avoid,45.0,18.0,6.02,Avoid,-0.54,-1.84,-3.0,No major change
SKIPPER,Industrials,Engineering & Construction,551.15,48.76,3.0,32.98,Avoid,49.14,3.0,33.52,Avoid,-0.54,-0.38,0.0,No major change
ASHOKA,Industrials,Engineering & Construction,113.12,46.82,23.0,1.38,Avoid,46.6,23.0,1.92,Avoid,-0.54,0.22,0.0,No major change
DLF,Real Estate,Real Estate - Development,683.0,59.58,5.0,43.15,Weak,54.91,5.0,43.75,Weak,-0.6,4.67,0.0,No major change
IFCI,Financial Services,Credit Services,73.95,39.99,10.0,18.83,Avoid,41.35,12.0,19.45,Avoid,-0.62,-1.36,-2.0,No major change
J&KBANK,Financial Services,Banks - Regional,146.1,43.58,0.0,28.43,Avoid,45.54,3.0,29.05,Avoid,-0.62,-1.96,-3.0,No major change
NAGREEKCAP,Financial Services,Asset Management,28.06,61.19,13.0,44.13,Weak,71.65,8.0,44.75,Weak,-0.62,-10.46,5.0,No major change
INFOBEAN,Technology,Software - Application,146.55,32.76,8.0,15.7,Avoid,38.2,11.0,16.33,Avoid,-0.63,-5.44,-3.0,No major change
SHAILY,Basic Materials,Specialty Chemicals,3142.3,45.15,3.0,38.54,Weak,43.04,0.0,39.17,Weak,-0.63,2.11,3.0,No major change
SOLARWORLD,Technology,Solar,134.75,34.38,23.0,0.0,Avoid,32.76,20.0,0.63,Avoid,-0.63,1.62,3.0,No major change
ITI,Technology,Communication Equipment,252.9,31.21,12.0,2.65,Avoid,27.0,12.0,3.28,Avoid,-0.63,4.21,0.0,No major change
MOL,Basic Materials,Agricultural Inputs,58.52,42.3,0.0,39.34,Weak,44.94,3.0,39.97,Weak,-0.63,-2.64,-3.0,No major change
GODFRYPHLP,Fast Moving Consumer Goods,Unknown,1970.4,42.61,15.0,0.0,Avoid,43.06,12.0,0.65,Avoid,-0.65,-0.45,3.0,No major change
QUICKHEAL,Technology,Software - Application,147.04,45.96,28.0,0.0,Avoid,47.24,25.0,0.68,Avoid,-0.68,-1.28,3.0,No major change
ABREL,Real Estate,Real Estate Services,1230.9,35.84,20.0,0.0,Avoid,30.73,20.0,0.7,Avoid,-0.7,5.11,0.0,No major change
SYNCOMF,Healthcare,Drug Manufacturers - Specialty & Generic,20.05,61.1,0.0,62.11,Watchlist,60.97,0.0,62.81,Watchlist,-0.7,0.13,0.0,No major change
HARRMALAYA,Consumer Defensive,Farm Products,172.59,27.24,15.0,0.0,Avoid,29.17,15.0,0.7,Avoid,-0.7,-1.93,0.0,No major change
YATRA,Consumer Cyclical,Travel Services,103.84,40.71,15.0,4.13,Avoid,42.52,18.0,4.88,Avoid,-0.75,-1.81,-3.0,No major change
SUNDRMFAST,Consumer Cyclical,Auto Parts,1178.9,45.72,3.0,44.53,Weak,43.92,0.0,45.28,Neutral,-0.75,1.8,3.0,Band changed: Neutral -> Weak
HPL,Industrials,Electrical Equipment & Parts,278.15,32.52,8.0,14.98,Avoid,27.08,8.0,15.77,Avoid,-0.79,5.44,0.0,No major change
RAMKY,Industrials,Engineering & Construction,312.15,31.25,15.0,8.48,Avoid,29.33,15.0,9.27,Avoid,-0.79,1.92,0.0,No major change
PDSL,Industrials,Specialty Business Services,357.65,51.95,0.0,35.78,Weak,53.71,3.0,36.57,Weak,-0.79,-1.76,-3.0,No major change
BLUSPRING,Industrials,Specialty Business Services,145.12,65.14,12.0,47.38,Neutral,62.29,12.0,48.17,Neutral,-0.79,2.85,0.0,No major change
CUPID,Consumer Defensive,Household & Personal Products,270.0,49.81,0.0,50.81,Neutral,47.57,0.0,51.6,Neutral,-0.79,2.24,0.0,No major change
JASH,Industrials,Specialty Industrial Machinery,593.85,71.78,3.0,52.53,Neutral,68.75,3.0,53.32,Neutral,-0.79,3.03,0.0,No major change
KRBL,Consumer Defensive,Packaged Foods,398.65,48.26,0.0,46.51,Neutral,47.98,0.0,47.3,Neutral,-0.79,0.28,0.0,No major change
TITAGARH,Industrials,Railroads,822.6,45.02,3.0,31.98,Avoid,43.88,0.0,32.77,Avoid,-0.79,1.14,3.0,No major change
LINC,Industrials,Business Equipment & Supplies,93.23,46.14,18.0,2.28,Avoid,42.67,15.0,3.07,Avoid,-0.79,3.47,3.0,No major change
QUESS,Industrials,Staffing & Employment Services,340.9,45.82,0.0,49.98,Neutral,52.97,0.0,50.77,Neutral,-0.79,-7.15,0.0,No major change
ADFFOODS,Consumer Defensive,Packaged Foods,270.6,50.69,0.0,38.71,Weak,51.63,0.0,39.5,Weak,-0.79,-0.94,0.0,No major change
UNITEDTEA,Consumer Defensive,Farm Products,425.1,30.55,15.0,3.21,Avoid,33.18,15.0,4.0,Avoid,-0.79,-2.63,0.0,No major change
GODREJPROP,Real Estate,Real Estate - Development,1700.1,32.56,18.0,4.8,Avoid,27.08,15.0,5.65,Avoid,-0.85,5.48,3.0,No major change
ELDEHSG,Real Estate,Real Estate Services,765.5,44.99,8.0,20.0,Avoid,42.19,8.0,20.85,Avoid,-0.85,2.8,0.0,No major change
MODIRUBBER,Real Estate,Real Estate Services,121.62,46.11,11.0,10.0,Avoid,43.53,8.0,10.85,Avoid,-0.85,2.58,3.0,No major change
POONAWALLA,Financial Services,Credit Services,461.55,49.09,8.0,29.38,Avoid,51.64,8.0,30.25,Avoid,-0.87,-2.55,0.0,No major change
MCLOUD,Technology,Information Technology Services,24.44,29.34,13.0,13.1,Avoid,32.61,13.0,13.98,Avoid,-0.88,-3.27,0.0,No major change
FSL,Technology,Information Technology Services,259.45,43.96,11.0,18.85,Avoid,45.8,11.0,19.73,Avoid,-0.88,-1.84,0.0,No major change
RPSGVENT,Technology,Information Technology Services,837.3,44.29,12.0,8.45,Avoid,47.05,12.0,9.33,Avoid,-0.88,-2.76,0.0,No major change
ANUP,Industrials,Specialty Industrial Machinery,1677.1,39.09,20.0,0.0,Avoid,37.67,20.0,0.92,Avoid,-0.92,1.42,0.0,No major change
NH,Healthcare,Medical Care Facilities,1861.4,45.94,0.0,26.61,Avoid,48.02,3.0,27.56,Avoid,-0.95,-2.08,-3.0,No major change
KOPRAN,Healthcare,Drug Manufacturers - General,284.53,74.08,3.0,51.31,Neutral,69.52,3.0,52.26,Neutral,-0.95,4.56,0.0,No major change
NDRAUTO,Unknown,Unknown,746.6,52.34,8.0,12.54,Avoid,54.89,8.0,13.54,Avoid,-1.0,-2.55,0.0,No major change
RSWM,Unknown,Unknown,218.34,52.94,0.0,42.29,Weak,54.84,0.0,43.29,Weak,-1.0,-1.9,0.0,No major change
MAHEPC,Unknown,Unknown,99.02,36.31,8.0,2.04,Avoid,32.41,8.0,3.04,Avoid,-1.0,3.9,0.0,No major change
GLOBE,Consumer Cyclical,Textile Manufacturing,2.24,68.59,11.0,28.03,Avoid,70.81,8.0,29.03,Avoid,-1.0,-2.22,3.0,No major change
SUPERHOUSE,Consumer Cyclical,Footwear & Accessories,164.71,44.88,3.0,23.48,Avoid,45.86,3.0,24.48,Avoid,-1.0,-0.98,0.0,No major change
GARFIBRES,Consumer Cyclical,Textile Manufacturing,773.5,43.58,0.0,35.93,Weak,46.02,0.0,36.93,Weak,-1.0,-2.44,0.0,No major change
DCXINDIA,Unknown,Unknown,161.99,37.6,8.0,0.79,Avoid,37.99,8.0,1.79,Avoid,-1.0,-0.39,0.0,No major change
CANTABIL,Consumer Cyclical,Apparel Manufacturing,236.75,44.53,8.0,12.18,Avoid,47.39,8.0,13.18,Avoid,-1.0,-2.86,0.0,No major change
FMNL,Unknown,Unknown,8.0,34.12,11.0,0.0,Avoid,34.96,8.0,1.04,Avoid,-1.04,-0.84,3.0,No major change
GKENERGY,Utilities,Utilities - Renewable,123.68,43.53,8.0,24.12,Avoid,45.16,8.0,25.16,Avoid,-1.04,-1.63,0.0,No major change
PIXTRANS,Industrials,Specialty Industrial Machinery,1734.8,44.83,0.0,37.23,Weak,46.77,0.0,38.27,Weak,-1.04,-1.94,0.0,No major change
AWFIS,Industrials,Rental & Leasing Services,257.2,43.68,19.0,9.48,Avoid,46.32,19.0,10.52,Avoid,-1.04,-2.64,0.0,No major change
TAJGVK,Unknown,Unknown,324.35,40.74,11.0,0.0,Avoid,39.59,8.0,1.04,Avoid,-1.04,1.15,3.0,No major change
TURTLEMINT,Financial Services,Insurance Brokers,87.24,24.7,25.0,0.0,Avoid,32.19,17.0,1.1,Avoid,-1.1,-7.49,8.0,Risk increased
CREDITACC,Financial Services,Credit Services,1298.8,28.81,16.0,12.18,Avoid,30.65,16.0,13.3,Avoid,-1.12,-1.84,0.0,No major change
FEDFINA,Financial Services,Credit Services,151.68,43.89,8.0,30.48,Avoid,45.53,8.0,31.6,Avoid,-1.12,-1.64,0.0,No major change
ICICIBANK,Financial Services,Banks - Regional,1326.8,28.96,8.0,19.33,Avoid,30.79,8.0,20.45,Avoid,-1.12,-1.83,0.0,No major change
VSTL,Basic Materials,Steel,113.76,48.65,18.0,9.04,Avoid,46.18,18.0,10.17,Avoid,-1.13,2.47,0.0,No major change
PAUSHAKLTD,Basic Materials,Specialty Chemicals,667.15,37.89,0.0,45.29,Neutral,38.39,0.0,46.42,Neutral,-1.13,-0.5,0.0,No major change
IGPL,Basic Materials,Chemicals,593.15,65.59,0.0,59.09,Watchlist,64.15,0.0,60.22,Watchlist,-1.13,1.44,0.0,No major change
ALANKIT,Technology,Information Technology Services,7.85,46.16,13.0,8.95,Avoid,48.45,13.0,10.08,Avoid,-1.13,-2.29,0.0,No major change
SATIA,Basic Materials,Paper & Paper Products,67.0,60.65,15.0,32.09,Avoid,63.81,15.0,33.22,Avoid,-1.13,-3.16,0.0,No major change
RATNAMANI,Basic Materials,Steel,2778.3,56.46,10.0,37.74,Weak,60.53,10.0,38.87,Weak,-1.13,-4.07,0.0,No major change
TANLA,Technology,Software - Application,494.75,39.76,8.0,23.85,Avoid,36.9,8.0,24.98,Avoid,-1.13,2.86,0.0,No major change
IDEAFORGE,Technology,Computer Hardware,729.85,41.81,4.0,26.4,Avoid,40.77,4.0,27.53,Avoid,-1.13,1.04,0.0,No major change
PRIVISCL,Basic Materials,Specialty Chemicals,3594.1,59.14,0.0,47.49,Neutral,54.77,0.0,48.62,Neutral,-1.13,4.37,0.0,No major change
NACLIND,Basic Materials,Agricultural Inputs,139.67,23.59,16.0,2.94,Avoid,22.87,16.0,4.07,Avoid,-1.13,0.72,0.0,No major change
COFORGE,Technology,Information Technology Services,1784.0,43.58,3.0,41.2,Weak,43.83,3.0,42.33,Weak,-1.13,-0.25,0.0,No major change
PRAKASH,Basic Materials,Steel,118.81,42.74,15.0,10.44,Avoid,39.66,15.0,11.57,Avoid,-1.13,3.08,0.0,No major change
MOSCHIP,Technology,Semiconductor Equipment & Materials,204.07,43.7,7.0,14.95,Avoid,42.51,7.0,16.08,Avoid,-1.13,1.19,0.0,No major change
BHAGCHEM,Basic Materials,Agricultural Inputs,245.6,33.68,0.0,30.44,Avoid,32.58,0.0,31.57,Avoid,-1.13,1.1,0.0,No major change
NFL,Basic Materials,Agricultural Inputs,66.67,36.21,8.0,10.89,Avoid,36.49,8.0,12.02,Avoid,-1.13,-0.28,0.0,No major change
SAIL,Basic Materials,Steel,185.0,54.81,0.0,44.84,Weak,53.73,0.0,45.97,Neutral,-1.13,1.08,0.0,Band changed: Neutral -> Weak
DEVIT,Technology,Information Technology Services,22.28,25.63,8.0,10.7,Avoid,27.86,8.0,11.83,Avoid,-1.13,-2.23,0.0,No major change
INDIAGLYCO,Basic Materials,Chemicals,309.9,27.96,13.0,11.54,Avoid,27.36,13.0,12.67,Avoid,-1.13,0.6,0.0,No major change
RCF,Basic Materials,Agricultural Inputs,108.58,35.81,8.0,12.64,Avoid,35.03,8.0,13.77,Avoid,-1.13,0.78,0.0,No major change
INSPIRISYS,Technology,Information Technology Services,88.48,48.35,15.0,12.5,Avoid,49.21,15.0,13.63,Avoid,-1.13,-0.86,0.0,No major change
CENTURYPLY,Basic Materials,Lumber & Wood Production,694.45,33.71,8.0,13.64,Avoid,33.59,8.0,14.77,Avoid,-1.13,0.12,0.0,No major change
RUBFILA,Basic Materials,Specialty Chemicals,63.31,42.38,8.0,19.09,Avoid,43.55,8.0,20.22,Avoid,-1.13,-1.17,0.0,No major change
CENTUM,Technology,Electronic Components,4802.3,73.38,5.0,43.95,Weak,75.27,5.0,45.08,Neutral,-1.13,-1.89,0.0,Band changed: Neutral -> Weak
GTLINFRA,Technology,Communication Equipment,1.12,39.28,12.0,6.15,Avoid,36.3,12.0,7.28,Avoid,-1.13,2.98,0.0,No major change
ANDHRAPAP,Basic Materials,Paper & Paper Products,74.05,63.61,3.0,51.29,Neutral,62.84,3.0,52.42,Neutral,-1.13,0.77,0.0,No major change
GOACARBON,Basic Materials,Specialty Chemicals,401.8,55.06,20.0,20.89,Avoid,56.29,20.0,22.02,Avoid,-1.13,-1.23,0.0,No major change
KIOCL,Basic Materials,Steel,340.75,36.46,12.0,6.49,Avoid,36.38,12.0,7.62,Avoid,-1.13,0.08,0.0,No major change
EXCELSOFT,Technology,Software - Application,86.62,68.36,0.0,57.7,Watchlist,60.92,0.0,58.83,Watchlist,-1.13,7.44,0.0,No major change
VINATIORGA,Basic Materials,Specialty Chemicals,1206.4,32.73,11.0,12.79,Avoid,28.48,8.0,13.92,Avoid,-1.13,4.25,3.0,No major change
BSHSL,Basic Materials,Agricultural Inputs,86.9,46.78,11.0,13.29,Avoid,47.5,11.0,14.42,Avoid,-1.13,-0.72,0.0,No major change
BVCL,Basic Materials,Building Materials,41.26,45.61,11.0,14.54,Avoid,45.03,11.0,15.67,Avoid,-1.13,0.58,0.0,No major change
CENTEXT,Basic Materials,Aluminum,18.56,36.42,11.0,12.24,Avoid,38.16,11.0,13.37,Avoid,-1.13,-1.74,0.0,No major change
BERGEPAINT,Basic Materials,Specialty Chemicals,458.35,39.86,8.0,19.29,Avoid,32.96,8.0,20.42,Avoid,-1.13,6.9,0.0,No major change
AEROENTER,Basic Materials,Steel,125.64,45.34,3.0,36.29,Weak,46.34,3.0,37.42,Weak,-1.13,-1.0,0.0,No major change
SURAKSHA,Healthcare,Diagnostics & Research,343.3,59.8,3.0,56.81,Watchlist,71.75,0.0,58.01,Watchlist,-1.2,-11.95,3.0,No major change
